Airline,Source,Destination,Additional_Info,Price,Stop_No,Duration_Min,D_Month,D_Day,D_Hour,D_Minutes,A_Hour,A_Minutes,A_Month,A_Day
4,2,1,5,13344,2,425,6,12,5,30,12,35,0,0
8,0,2,6,3971,0,175,4,27,21,10,0,5,4,28
4,2,1,6,18371,1,600,6,24,9,0,19,0,0,0
4,2,1,5,6643,2,1995,3,27,19,10,4,25,3,29
6,2,1,6,15077,1,465,3,6,11,30,19,15,0,0
1,0,2,6,6121,0,165,5,1,10,0,12,45,0,0
8,4,3,6,5755,0,80,3,3,13,10,14,30,0,0
1,2,1,6,4487,1,765,4,9,20,40,9,25,4,10
8,2,1,7,5158,1,270,5,21,8,45,13,15,0,0
4,3,0,5,8586,1,520,5,1,20,0,4,40,5,2
1,4,3,6,3100,0,80,6,1,6,20,7,40,0,0
4,4,3,5,3210,0,85,5,9,2,55,4,20,0,0
4,2,1,5,12373,1,1040,5,9,19,15,12,35,5,10
6,2,1,6,15135,1,730,3,3,6,40,18,50,0,0
4,2,1,6,13292,2,810,6,27,5,30,19,0,0,0
8,4,3,6,2017,0,90,6,6,13,15,14,45,0,0
4,2,1,5,10919,2,1320,6,12,14,35,12,35,6,13
10,4,3,6,12395,1,1500,3,6,21,55,22,55,3,7
8,1,4,7,3543,0,135,6,21,9,45,12,0,0,0
4,4,3,5,2228,0,90,5,6,19,35,21,5,0,0
1,2,1,6,8236,2,1410,3,21,19,45,19,15,3,22
0,2,1,6,11410,1,830,6,3,16,45,6,35,6,4
4,2,1,6,15129,2,810,5,21,23,5,12,35,5,22
2,3,0,6,3514,0,155,6,24,15,20,17,55,0,0
4,3,0,5,13469,1,690,6,6,9,35,21,5,0,0
3,0,2,6,3943,0,180,4,9,21,15,0,15,4,10
10,0,5,6,7608,0,175,3,3,21,10,0,5,3,4
1,0,2,6,6961,0,165,5,27,10,0,12,45,0,0
6,2,1,6,12042,1,585,6,1,9,15,19,0,0,0
5,0,5,3,62427,1,400,3,1,5,45,12,25,0,0
1,0,5,6,9586,2,655,3,9,10,30,21,25,0,0
8,1,4,7,3543,0,135,6,1,8,20,10,35,0,0
4,2,1,6,13882,2,1630,6,9,9,25,12,35,6,10
4,3,0,6,8781,1,435,5,24,10,20,17,35,0,0
0,3,0,6,5192,2,500,6,12,15,10,23,30,0,0
3,2,1,6,6442,1,940,3,27,6,40,22,20,0,0
4,2,1,6,15554,1,825,5,6,22,50,12,35,5,7
4,3,0,5,10844,1,1285,5,21,18,55,16,20,5,22
3,4,3,6,2754,0,90,4,3,12,0,13,30,0,0
6,2,1,6,14067,1,420,5,21,14,0,21,0,0,0
2,2,1,6,5140,1,370,4,27,7,25,13,35,0,0
3,2,1,6,8330,1,895,5,9,10,35,1,30,5,10
4,4,3,6,5678,0,90,3,3,19,35,21,5,0,0
4,0,5,5,11087,1,1170,3,12,22,55,18,25,3,13
2,0,5,6,18558,0,175,3,1,20,55,23,50,0,0
3,4,3,6,16000,0,90,3,1,2,30,4,0,0,0
8,0,2,7,3573,0,175,5,6,21,10,0,5,5,7
6,2,1,6,7670,1,760,5,15,12,50,1,30,5,16
4,2,1,6,12819,2,1195,6,24,23,5,19,0,6,25
10,0,2,6,4878,0,155,5,15,17,0,19,35,0,0
4,2,1,5,11507,2,1295,6,27,21,25,19,0,6,28
0,2,1,6,8759,1,330,6,6,7,55,13,25,0,0
4,2,1,5,10262,1,1530,6,12,17,30,19,0,6,13
1,2,1,6,10975,2,1580,5,21,7,5,9,25,5,22
4,2,1,5,10262,1,550,6,6,19,15,4,25,6,7
6,2,1,5,6007,1,490,6,27,12,50,21,0,0,0
3,1,4,6,3858,0,145,3,21,11,35,14,0,0,0
3,2,1,6,6412,1,490,6,27,14,20,22,30,0,0
1,3,0,6,6245,0,150,4,21,14,15,16,45,0,0
1,2,1,6,9968,2,1410,6,9,19,45,19,15,6,10
6,2,1,5,18260,1,640,3,9,2,15,12,55,0,0
3,0,5,6,8855,0,175,3,3,18,25,21,20,0,0
4,3,0,5,10844,1,590,5,24,8,25,18,15,0,0
8,1,4,6,3597,0,135,5,27,8,20,10,35,0,0
4,3,0,6,13067,1,1685,5,6,17,0,21,5,5,7
4,0,5,6,13817,1,1070,3,12,16,55,10,45,3,13
1,0,5,6,11602,1,990,3,12,6,45,23,15,0,0
4,3,0,6,13941,1,1545,5,9,16,30,18,15,5,10
4,3,0,6,14151,1,1365,5,15,20,25,19,10,5,16
3,0,2,6,3943,0,170,5,15,4,0,6,50,0,0
4,3,0,5,10844,1,705,5,12,6,30,18,15,0,0
8,4,3,6,2753,0,90,6,18,5,45,7,15,0,0
4,2,1,6,14714,1,1005,6,12,2,15,19,0,0,0
6,2,1,6,9646,1,545,5,18,7,5,16,10,0,0
4,2,1,6,15554,1,330,5,9,7,5,12,35,0,0
1,0,5,6,13261,2,435,3,18,10,30,17,45,0,0
4,0,5,5,11087,1,1045,3,18,11,40,5,5,3,16
4,2,1,5,11507,2,810,6,15,5,30,19,0,0,0
6,2,1,6,9424,1,390,5,9,19,0,1,30,5,10
2,0,2,6,4937,0,170,4,12,11,40,14,30,0,0
8,0,2,7,3257,0,175,6,6,21,10,0,5,6,7
3,0,2,6,4823,0,170,5,6,8,30,11,20,0,0
3,1,4,6,5277,0,140,5,12,22,5,0,25,5,13
8,3,0,6,3873,0,150,4,9,17,10,19,40,0,0
4,3,0,5,10844,1,730,5,24,16,30,4,40,5,25
6,2,1,6,7198,1,510,5,27,17,0,1,30,5,28
1,2,1,6,6094,0,170,5,15,5,10,8,0,0,0
3,0,2,6,3943,0,165,5,3,6,5,8,50,0,0
3,0,2,6,3943,0,180,5,15,21,15,0,15,5,16
4,3,0,6,12681,1,960,4,1,20,0,12,0,4,2
10,0,2,6,5613,0,155,4,15,17,0,19,35,0,0
8,3,0,6,3873,0,145,5,24,9,0,11,25,0,0
4,2,1,5,12898,1,1415,5,27,13,0,12,35,5,28
4,2,1,6,15129,2,1375,5,9,5,30,4,25,5,10
8,1,4,6,3911,0,135,5,9,8,20,10,35,0,0
3,2,1,6,6015,0,195,6,12,21,5,0,20,6,13
4,0,5,6,54826,1,365,3,1,16,55,23,0,0,0
3,2,1,6,5073,1,305,3,27,20,30,1,35,3,28
3,1,4,6,4326,0,140,3,21,5,15,7,35,0,0
1,2,1,6,9443,2,1595,6,24,16,40,19,15,6,25
4,4,3,6,8040,0,90,6,3,10,20,11,50,0,0
4,0,2,6,7229,0,165,4,3,6,0,8,45,0,0
3,0,2,6,3943,0,170,6,15,13,0,15,50,0,0
1,0,5,6,14195,3,685,3,6,12,0,23,25,0,0
4,2,1,6,13292,2,1130,6,15,9,35,4,25,6,16
3,3,0,6,4174,0,155,4,3,11,30,14,5,0,0
4,0,5,6,16736,1,860,3,6,7,0,21,20,0,0
4,0,2,5,5198,0,165,5,12,6,0,8,45,0,0
6,2,1,6,15058,1,730,6,3,7,5,19,15,0,0
3,2,1,6,5073,1,300,4,3,10,35,15,35,0,0
6,2,1,6,10197,1,660,5,15,8,0,19,0,0,0
8,1,4,7,3543,0,140,6,27,17,45,20,5,0,0
4,0,2,5,7229,0,180,6,27,17,45,20,45,0,0
1,2,1,6,10966,2,1180,6,1,12,0,7,40,6,2
4,3,0,5,11134,1,570,3,24,13,55,23,25,0,0
0,3,0,6,3807,0,150,4,6,22,50,1,20,4,7
1,0,2,6,5228,0,170,5,6,13,20,16,10,0,0
3,1,4,6,3597,0,140,6,12,14,45,17,5,0,0
0,0,2,6,4483,0,165,5,18,11,10,13,55,0,0
4,2,1,5,10262,1,1015,6,24,11,30,4,25,6,25
8,2,1,7,5158,1,270,6,6,8,45,13,15,0,0
1,0,5,6,6010,1,1520,3,21,22,0,23,20,3,19
4,2,1,6,13376,2,1320,6,12,14,35,12,35,6,13
4,2,1,6,11543,2,1365,3,21,5,40,4,25,3,22
6,2,1,5,15342,1,560,3,6,9,55,19,15,0,0
8,0,5,6,6309,0,175,3,15,9,35,12,30,0,0
10,0,2,6,5823,0,165,5,24,19,30,22,15,0,0
10,0,5,6,5403,0,160,3,24,11,30,14,10,0,0
8,3,0,6,3873,0,155,6,1,6,55,9,30,0,0
4,2,1,5,12898,1,1270,5,27,21,50,19,0,5,28
3,2,1,6,6979,1,500,5,15,17,10,1,30,5,16
1,3,0,6,13437,2,1410,5,12,16,45,16,15,5,13
4,2,1,5,6017,1,1015,3,27,11,30,4,25,3,28
4,2,1,5,14053,1,330,3,21,7,5,12,35,0,0
3,1,4,6,7295,0,145,3,6,11,35,14,0,0,0
4,3,0,6,13044,1,1495,6,12,18,55,19,50,6,13
4,0,2,5,4030,0,175,5,3,11,10,14,5,0,0
1,0,5,6,13942,2,1625,3,6,8,15,11,20,3,7
4,3,0,6,14781,1,705,5,12,6,30,18,15,0,0
8,0,5,6,3579,0,170,3,24,5,45,8,35,0,0
1,2,1,6,10231,2,1275,5,27,22,0,19,15,5,28
3,2,1,6,5530,1,320,5,27,6,50,12,10,0,0
4,3,0,5,10844,1,345,5,12,14,5,19,50,0,0
1,2,1,6,8372,1,675,6,6,8,0,19,15,0,0
4,2,1,6,16289,1,775,3,9,6,50,19,45,0,0
1,2,1,6,11701,2,1275,5,6,22,0,19,15,5,7
7,2,1,6,11269,1,570,3,21,6,0,15,30,0,0
6,2,1,6,9385,1,750,5,18,13,0,1,30,5,19
4,3,0,6,14151,1,395,5,24,17,0,23,35,0,0
4,0,2,5,4544,0,180,4,9,8,20,11,20,0,0
4,0,5,5,11087,1,850,3,12,20,35,10,45,3,13
3,3,0,6,5224,0,155,6,3,4,40,7,15,0,0
3,3,0,6,4804,0,155,6,27,9,35,12,10,0,0
1,4,3,6,6901,1,880,3,12,5,55,20,35,0,0
6,2,1,5,5999,1,465,3,21,14,35,22,20,0,0
10,0,2,6,5403,0,170,4,9,21,0,23,50,0,0
4,2,1,6,13014,2,810,6,12,5,30,19,0,0,0
4,4,3,5,4995,0,85,5,6,7,5,8,30,0,0
4,3,0,6,13941,1,1545,5,21,6,30,8,15,5,22
4,2,1,5,11507,2,1295,6,3,21,25,19,0,6,4
6,2,1,6,12192,1,660,6,15,8,0,19,0,0,0
6,2,1,6,7198,1,450,5,27,18,0,1,30,5,28
3,2,1,6,5000,0,195,6,21,14,25,17,40,0,0
8,3,0,7,3841,0,155,4,3,6,55,9,30,0,0
4,2,1,6,12347,1,350,3,21,13,0,18,50,0,0
10,1,4,6,11982,0,140,6,15,17,45,20,5,0,0
4,2,1,5,13029,2,1375,5,9,5,30,4,25,5,10
4,0,5,6,16736,1,700,3,6,20,35,8,15,3,7
3,3,0,6,4174,0,155,4,15,17,15,19,50,0,0
8,3,0,7,3841,0,145,6,27,9,0,11,25,0,0
4,2,1,6,17024,1,1440,3,6,19,45,19,45,3,7
3,0,2,6,3943,0,180,5,24,21,15,0,15,5,25
3,2,1,6,6442,1,635,6,3,11,55,22,30,0,0
1,2,1,6,11762,2,2170,3,9,7,5,19,15,3,10
8,3,0,6,4174,0,145,4,24,9,0,11,25,0,0
3,3,0,6,4804,0,155,6,18,4,40,7,15,0,0
6,2,1,6,13377,1,690,6,6,14,0,1,30,6,7
4,0,2,6,7229,0,175,4,1,11,10,14,5,0,0
3,0,5,6,8855,0,170,3,15,22,20,1,10,3,16
6,2,1,6,7741,1,535,6,27,10,20,19,15,0,0
4,0,5,6,22270,1,315,3,1,8,0,13,15,0,0
6,2,1,6,7740,1,735,6,3,8,45,21,0,0,0
1,3,0,6,14960,2,1600,6,9,9,50,12,30,6,10
4,2,1,6,12032,1,535,3,27,9,55,18,50,0,0
1,4,3,6,5462,0,80,3,6,21,5,22,25,0,0
4,2,1,6,12347,1,1385,3,21,19,45,18,50,3,22
1,1,4,6,3145,0,135,3,27,11,40,13,55,0,0
4,0,5,5,7832,1,520,3,21,11,40,20,20,0,0
3,3,0,6,4804,0,150,6,21,15,15,17,45,0,0
3,2,1,6,10482,1,305,3,9,2,5,7,10,0,0
4,2,1,5,12373,1,1015,5,18,11,30,4,25,5,19
6,2,1,6,10478,1,915,3,3,7,5,22,20,0,0
4,2,1,5,13029,2,1125,5,18,9,40,4,25,5,19
1,2,1,6,6482,1,1255,3,21,12,30,9,25,3,22
4,2,1,6,15554,1,600,5,18,9,0,19,0,0,0
6,2,1,6,11789,1,615,6,12,8,45,19,0,0,0
3,3,0,6,9413,1,340,3,24,14,30,20,10,0,0
1,3,0,6,7662,1,1700,6,9,16,45,21,5,6,10
6,2,1,6,7888,1,390,5,21,19,0,1,30,5,22
0,3,0,6,5192,1,955,5,15,7,35,23,30,0,0
6,2,1,5,6007,1,640,6,24,10,20,21,0,0,0
4,2,1,5,12898,1,1595,5,27,10,0,12,35,5,28
1,0,5,6,11885,2,1545,3,18,8,50,10,35,3,16
10,3,0,6,14360,1,355,3,24,17,0,22,55,0,0
1,3,0,6,14330,2,1185,5,12,16,45,12,30,5,13
6,2,1,6,6076,1,555,3,27,13,5,22,20,0,0
8,3,0,6,4622,0,160,3,1,6,55,9,35,0,0
4,3,0,6,14388,1,665,5,9,21,10,8,15,5,10
6,2,1,6,9794,1,615,5,21,8,45,19,0,0,0
3,3,0,6,4804,0,150,6,3,15,15,17,45,0,0
4,3,0,5,9663,1,450,5,9,21,10,4,40,5,10
2,2,1,6,5842,1,370,5,9,7,25,13,35,0,0
6,2,1,6,15603,1,510,3,3,7,0,15,30,0,0
3,3,0,6,5618,0,165,3,3,22,10,0,55,3,4
3,3,0,6,6565,0,155,3,3,14,20,16,55,0,0
8,2,1,6,5221,1,295,4,15,17,55,22,50,0,0
4,2,1,5,10368,2,560,6,27,9,40,19,0,0,0
1,2,1,6,7480,1,765,6,24,20,40,9,25,6,25
4,2,1,6,13882,2,1490,6,12,11,45,12,35,6,13
3,2,1,6,6442,1,560,6,24,6,50,16,10,0,0
3,0,2,6,4823,0,175,6,24,7,10,10,5,0,0
8,3,0,6,3873,0,150,5,21,17,10,19,40,0,0
4,3,0,6,12121,1,1075,5,1,17,0,10,55,5,2
3,0,2,6,4423,0,170,4,27,10,10,13,0,0,0
1,3,0,6,5510,0,150,6,24,14,15,16,45,0,0
4,0,2,6,7229,0,180,4,6,8,20,11,20,0,0
4,2,1,5,10577,1,1010,6,9,19,45,12,35,6,10
4,4,3,6,8040,0,90,3,27,10,20,11,50,0,0
4,2,1,6,14714,1,360,6,3,13,0,19,0,0,0
4,0,2,5,7229,0,165,6,9,6,0,8,45,0,0
6,2,1,6,6653,2,855,3,21,7,5,21,20,0,0
3,2,1,6,6442,1,665,6,24,5,5,16,10,0,0
3,3,0,6,4804,0,160,5,12,21,25,0,5,5,13
1,2,1,6,9417,2,1210,5,9,13,15,9,25,5,10
4,3,0,5,10844,1,1495,5,24,18,55,19,50,5,25
4,0,2,6,7229,0,180,5,12,17,45,20,45,0,0
4,2,1,5,15400,1,590,3,6,9,0,18,50,0,0
3,2,1,6,6416,1,750,6,15,8,30,21,0,0,0
1,0,2,6,5176,0,170,4,3,13,20,16,10,0,0
3,2,1,6,9264,1,575,3,21,16,0,1,35,3,22
6,2,1,6,13587,1,720,6,6,9,0,21,0,0,0
8,1,4,6,3597,0,135,5,1,8,20,10,35,0,0
0,0,2,6,4282,0,170,4,27,4,55,7,45,0,0
4,4,3,5,4995,0,85,6,27,7,5,8,30,0,0
3,3,0,6,4804,0,155,6,1,20,20,22,55,0,0
4,3,0,5,10844,1,590,5,6,6,30,16,20,0,0
4,2,1,6,14714,1,885,6,1,21,50,12,35,6,2
4,3,0,6,14571,1,730,6,6,21,10,9,20,6,7
4,0,5,5,7832,1,1425,3,21,11,40,11,25,3,19
4,3,0,6,11467,1,1295,4,1,20,25,18,0,4,2
4,3,0,6,10953,1,1075,5,9,17,0,10,55,5,10
3,3,0,6,4148,0,160,3,9,20,25,23,5,0,0
8,3,0,6,3873,0,145,5,9,9,0,11,25,0,0
3,0,2,6,3943,0,170,4,27,22,10,1,0,4,28
0,2,1,6,6151,1,330,3,27,16,45,22,15,0,0
10,4,3,6,12080,1,850,3,12,8,45,22,55,0,0
4,3,0,6,13584,1,845,5,9,20,0,10,5,5,10
3,2,1,6,6979,1,845,5,6,11,25,1,30,5,7
0,0,5,6,4482,0,165,3,9,23,25,2,10,3,13
3,3,0,6,6284,1,325,4,1,18,5,23,30,0,0
3,3,0,6,4226,1,220,5,24,19,35,23,15,0,0
3,2,1,6,6442,1,570,3,9,6,40,16,10,0,0
4,2,1,5,12373,1,520,5,18,19,45,4,25,5,19
4,0,5,6,11297,1,550,3,12,5,50,15,0,0,0
1,3,0,6,14083,2,920,5,24,10,0,1,20,5,25
4,2,1,5,7202,0,195,6,3,11,0,14,15,0,0
6,2,1,6,11667,1,590,3,21,9,0,18,50,0,0
4,3,0,5,10844,1,1400,5,24,18,55,18,15,5,25
1,0,5,6,5932,1,1265,3,15,11,50,8,55,3,16
6,2,1,6,9001,1,630,6,24,8,45,19,15,0,0
4,3,0,5,13469,1,395,6,6,17,0,23,35,0,0
3,4,3,6,2227,0,90,6,15,21,20,22,50,0,0
3,2,1,6,5636,1,315,5,15,7,15,12,30,0,0
6,2,1,6,15965,2,625,6,6,15,5,1,30,6,7
3,2,1,6,5054,1,305,6,24,20,25,1,30,6,25
6,2,1,5,5999,1,540,3,21,7,10,16,10,0,0
3,0,2,6,4823,0,175,5,1,7,10,10,5,0,0
8,3,0,6,8479,1,435,6,12,11,35,18,50,0,0
10,3,0,6,8452,1,930,5,15,7,10,22,40,0,0
4,2,1,6,14924,1,660,6,3,8,0,19,0,0,0
1,2,1,6,10441,2,1410,6,3,19,45,19,15,6,4
6,2,1,6,7485,1,900,5,21,6,0,21,0,0,0
4,0,2,5,6478,0,180,6,6,8,20,11,20,0,0
4,2,1,6,15129,2,1775,5,27,13,25,19,0,5,28
3,3,0,6,3809,1,265,5,1,19,20,23,45,0,0
4,2,1,0,18581,1,660,6,24,8,0,19,0,0,0
3,3,0,6,5224,0,155,6,9,22,15,0,50,6,10
3,2,1,6,8330,1,500,5,9,17,10,1,30,5,10
1,0,2,6,6961,0,165,6,9,10,0,12,45,0,0
4,2,1,5,10262,1,660,6,9,8,0,19,0,0,0
3,4,3,6,2754,0,90,6,21,2,35,4,5,0,0
6,2,1,6,13727,1,630,5,18,15,0,1,30,5,19
2,0,2,6,3898,0,165,4,27,20,55,23,40,0,0
4,0,5,5,11087,1,810,3,12,22,55,12,25,3,13
0,0,2,6,3383,0,170,4,6,23,55,2,45,4,7
4,2,1,6,12557,1,1520,3,21,17,30,18,50,3,22
4,2,1,5,8273,2,1325,3,21,6,20,4,25,3,22
1,4,3,6,9736,2,545,3,12,10,5,19,10,0,0
4,2,1,5,10262,1,1530,6,24,17,30,19,0,6,25
4,2,1,6,11664,2,810,4,9,5,30,19,0,0,0
3,0,2,6,4591,0,170,5,1,23,30,2,20,5,2
4,0,5,5,13502,1,305,3,18,14,5,19,10,0,0
1,2,1,6,8372,1,375,6,27,13,0,19,15,0,0
1,0,2,6,6121,0,165,4,21,6,10,8,55,0,0
10,0,5,6,5613,0,155,3,21,16,0,18,35,0,0
3,2,1,6,5298,1,320,4,6,6,50,12,10,0,0
4,2,1,6,15764,1,1050,3,9,2,15,19,45,0,0
0,2,1,6,6253,1,870,6,15,7,55,22,25,0,0
4,3,0,5,8586,1,375,5,18,5,45,12,0,0,0
4,2,1,6,12273,2,1325,3,27,6,20,4,25,3,28
3,4,3,6,2227,0,90,5,15,21,20,22,50,0,0
4,0,2,5,5769,0,180,6,12,19,50,22,50,0,0
10,2,1,6,6216,0,190,4,18,14,40,17,50,0,0
3,2,1,6,6386,1,345,6,3,2,0,7,45,0,0
6,2,1,6,16108,1,555,6,1,10,0,19,15,0,0
8,3,0,6,3873,0,140,5,24,22,20,0,40,5,25
3,2,1,6,6270,1,895,4,9,10,35,1,30,4,10
1,0,2,6,5911,0,170,4,12,21,5,23,55,0,0
6,2,1,6,15077,1,605,3,6,9,10,19,15,0,0
4,0,5,6,31825,1,890,3,1,20,35,11,25,3,2
8,3,0,6,8479,1,435,5,6,11,35,18,50,0,0
10,3,0,6,9397,1,1555,5,12,7,10,9,5,5,13
4,2,1,5,10262,1,1655,6,3,9,0,12,35,6,4
3,2,1,6,4729,0,195,4,3,5,35,8,50,0,0
4,2,1,6,14714,1,1530,6,1,17,30,19,0,6,2
3,3,0,6,4804,0,155,5,15,17,15,19,50,0,0
3,3,0,6,4804,0,165,6,3,20,25,23,10,0,0
1,4,3,6,2050,0,80,4,1,21,5,22,25,0,0
6,2,1,6,8371,1,705,3,27,7,30,19,15,0,0
6,2,1,6,12192,1,540,6,27,10,0,19,0,0,0
7,2,1,6,14629,1,770,3,21,6,0,18,50,0,0
3,0,2,6,4823,0,175,4,9,18,25,21,20,0,0
6,2,1,6,14323,1,375,5,9,13,0,19,15,0,0
4,2,1,6,15129,2,1390,5,9,13,25,12,35,5,10
3,2,1,6,6758,1,860,5,18,6,40,21,0,0,0
6,2,1,6,14848,1,615,5,21,9,0,19,15,0,0
1,0,5,6,12358,2,1670,3,3,6,45,10,35,3,7
4,0,2,5,4030,0,185,5,21,18,55,22,0,0,0
1,3,0,6,4960,0,150,3,9,14,15,16,45,0,0
1,2,1,6,8656,2,1595,3,27,16,40,19,15,3,28
3,2,1,6,14871,1,710,3,6,9,10,21,0,0,0
2,2,1,6,4563,1,440,3,27,6,0,13,20,0,0
3,4,3,6,4784,0,85,3,6,21,20,22,45,0,0
3,0,2,6,4823,0,170,6,1,20,0,22,50,0,0
10,1,4,6,3687,0,135,5,3,7,5,9,20,0,0
4,0,2,6,7229,0,175,4,27,15,15,18,10,0,0
4,0,2,6,7229,0,180,4,15,7,10,10,10,0,0
1,2,1,6,7174,1,1010,4,21,6,10,23,0,0,0
1,2,1,6,11071,2,1490,3,21,6,50,7,40,3,22
3,2,1,6,6979,1,965,5,15,4,55,21,0,0,0
3,1,4,6,3850,0,140,5,15,7,55,10,15,0,0
4,3,0,6,13044,1,800,6,12,20,0,9,20,6,13
4,2,1,5,12373,1,450,5,18,20,55,4,25,5,19
1,2,1,6,13801,2,1100,5,18,13,20,7,40,5,19
3,0,2,6,4823,0,170,6,1,8,30,11,20,0,0
1,2,1,6,6587,1,1535,6,9,5,15,6,50,6,10
3,4,3,6,2227,0,95,6,3,20,5,21,40,0,0
4,3,0,6,14151,1,1285,6,9,17,0,14,25,6,10
1,0,5,6,25430,2,2315,3,1,8,50,23,25,3,2
8,0,2,7,4319,0,175,6,27,21,10,0,5,6,28
1,2,1,6,14462,1,1660,3,3,4,0,7,40,3,4
4,3,0,5,8586,1,1655,5,21,6,30,10,5,5,22
1,3,0,6,7662,1,675,6,9,9,50,21,5,0,0
4,4,3,5,4995,0,85,5,3,7,5,8,30,0,0
6,2,1,6,7408,1,720,6,9,9,0,21,0,0,0
4,4,3,6,5678,0,90,3,15,19,35,21,5,0,0
4,4,3,6,5678,0,90,6,9,19,35,21,5,0,0
4,0,5,6,26890,1,950,3,1,8,55,0,45,3,2
1,4,3,6,13904,2,2245,3,6,6,0,19,25,3,7
4,2,1,5,15318,2,505,6,1,20,0,4,25,6,2
10,3,0,6,8452,1,1580,5,15,20,20,22,40,5,16
3,2,1,6,6314,1,625,6,9,10,35,21,0,0,0
1,3,0,6,10203,1,625,5,1,10,0,20,25,0,0
8,1,4,6,3597,0,135,6,15,8,20,10,35,0,0
6,2,1,6,8266,1,535,6,12,10,20,19,15,0,0
4,2,1,5,12373,1,885,5,18,21,50,12,35,5,19
4,0,5,6,36235,1,435,3,1,14,5,21,20,0,0
3,2,1,6,14871,1,755,3,3,8,25,21,0,0,0
4,0,2,6,7229,0,180,4,12,17,45,20,45,0,0
3,3,0,6,4804,0,155,4,24,22,15,0,50,4,25
3,0,5,6,7303,0,175,3,3,20,0,22,55,0,0
6,2,1,6,13587,1,570,6,1,11,30,21,0,0,0
6,2,1,6,7740,1,455,5,18,14,55,22,30,0,0
3,1,4,6,7295,0,145,3,1,14,40,17,5,0,0
6,2,1,6,18916,1,440,3,3,18,15,1,35,3,4
6,2,1,6,8266,1,385,5,21,12,50,19,15,0,0
4,2,1,5,12373,1,1570,5,18,2,15,4,25,5,19
6,2,1,6,11188,1,555,5,18,13,15,22,30,0,0
4,3,0,6,14151,1,505,5,18,9,35,18,0,0,0
4,2,1,6,14714,1,660,6,1,8,0,19,0,0,0
4,0,2,6,7229,0,180,4,6,7,10,10,10,0,0
4,2,1,6,12242,1,1165,3,27,9,0,4,25,3,28
4,0,5,5,9134,1,325,3,15,7,0,12,25,0,0
3,0,2,6,3943,0,170,5,1,22,10,1,0,5,2
1,0,2,6,6961,0,165,6,1,10,0,12,45,0,0
4,4,3,6,23843,2,500,3,12,8,15,16,35,0,0
8,1,4,6,3597,0,135,5,24,9,45,12,0,0,0
6,2,1,6,7408,1,480,6,27,13,0,21,0,0,0
8,0,2,7,3257,0,160,5,27,5,55,8,35,0,0
8,4,3,7,1965,0,90,5,6,5,45,7,15,0,0
6,2,1,6,9100,1,755,3,27,6,40,19,15,0,0
1,4,3,6,3100,0,75,6,18,19,30,20,45,0,0
4,0,5,6,26890,1,625,3,1,8,0,18,25,0,0
4,0,2,6,8016,0,180,6,24,17,45,20,45,0,0
1,3,0,6,12173,1,1435,3,24,20,30,20,25,3,25
3,2,1,6,8784,1,965,5,27,4,55,21,0,0,0
3,2,1,6,5298,1,320,5,9,6,50,12,10,0,0
4,0,5,5,11087,1,1475,3,9,8,55,9,30,3,13
8,2,1,6,5409,1,295,6,9,17,55,22,50,0,0
2,2,1,6,5842,1,370,5,1,7,25,13,35,0,0
4,4,3,5,2228,0,90,3,18,15,50,17,20,0,0
8,1,4,7,3543,0,140,5,6,17,45,20,5,0,0
3,3,0,6,7228,1,315,5,21,21,0,2,15,5,22
3,2,1,6,6287,1,425,4,15,5,5,12,10,0,0
6,2,1,6,13377,1,750,6,27,13,0,1,30,6,28
3,3,0,6,6985,0,165,3,3,17,15,20,0,0,0
1,2,1,6,8372,1,375,6,3,13,0,19,15,0,0
1,3,0,6,14687,2,1200,5,21,9,25,5,25,5,22
4,2,1,6,9564,0,195,3,9,11,0,14,15,0,0
10,4,3,6,12080,1,480,3,12,8,45,16,45,0,0
6,2,1,6,18275,2,460,6,3,17,50,1,30,6,4
3,2,1,6,6093,1,810,6,6,7,30,21,0,0,0
4,2,1,6,14861,2,1365,3,9,5,40,4,25,3,10
3,3,0,6,4804,0,155,5,18,11,30,14,5,0,0
4,3,0,5,9314,1,1365,5,1,20,25,19,10,5,2
6,2,1,6,9794,1,615,5,9,8,45,19,0,0,0
4,2,1,5,13029,2,810,5,21,5,30,19,0,0,0
8,3,0,7,3841,0,150,6,3,17,10,19,40,0,0
4,0,5,6,12284,1,315,3,18,8,0,13,15,0,0
4,2,1,6,14714,1,395,6,9,21,50,4,25,6,10
4,3,0,5,7064,1,965,4,1,6,30,22,35,0,0
4,0,2,5,5198,0,180,5,18,7,10,10,10,0,0
4,3,0,6,14781,1,590,5,15,6,30,16,20,0,0
1,2,1,6,13381,2,1380,6,24,20,15,19,15,6,25
1,2,1,6,6094,0,170,6,1,5,10,8,0,0,0
3,2,1,6,5298,1,320,6,1,6,50,12,10,0,0
6,2,1,6,7408,1,660,6,27,10,0,21,0,0,0
4,3,0,6,14388,1,890,5,12,21,10,12,0,5,13
1,2,1,6,9443,2,1410,6,24,19,45,19,15,6,25
1,2,1,6,11762,2,2170,3,3,7,5,19,15,3,4
1,2,1,6,7480,1,1255,6,27,12,30,9,25,6,28
3,2,1,6,5406,0,195,3,15,5,35,8,50,0,0
4,2,1,6,9564,0,195,6,12,11,0,14,15,0,0
4,2,1,5,10368,2,560,6,9,9,40,19,0,0,0
3,2,1,6,5636,1,315,5,9,7,15,12,30,0,0
8,4,3,7,1965,0,90,5,9,22,45,0,15,5,10
